Response ID,What year were you born?,What is your gender?,Which of the following best describes your industry?,Which of the following best describes your industry? (Detailed),Which of the following best describes your current occupation?,Which of the following best describes your current occupation? (Detailed),How many people are currently employed by your organisation?,Do you manage people as part of your current occupation?,Which of the following best describes your household?,How long have you been in your current job?,Metro / Regional,"Thinking about your current job, how much of your time did you spend remote working last year?","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely last year?,"Thinking about your current job, how much of your time did you spend remote working in the last 3 months?","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely in the last 3 months?,"Imagine that COVID-19 is cured or eradicated. Going forward, how much of your time would you prefer to work remotely?",Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would encourage more remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would make changes to support remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - I would have more choice about whether I work remotely,"This question is about your productivity. Productivity means what you produce for each hour that you work. It includes the amount of work you achieve each hour, and the quality of your work each hour.  
Please compare your productivity when you work remotely to when you work at your employers workplace.  
Roughly how productive are you, each hour, when you work remotely?","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Working","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Personal and family time","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","On a day when you do remote work, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you do remote work, how many hours would you spend doing the following activities? - Working","On a day when you do remote work, how many hours would you spend doing the following activities? - Personal and family time","On a day when you do remote work, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction
358,1969,Masculino,Health Care and Social Assistance,Social Assistance Services,Managers,"Chief Executives, General Managers and Legislators",Entre 20 e 199,Sim,Casal sem filhos dependentes,More than 5 years,Metropolitana,20%,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,30%,100% - I spent all of my time remote working,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,80%,50% - Cerca de metade do meu tempo,Concordo totalmente,Concordo em parte,Concordo em parte,Im 20% more productive when working remotely,1,9,7,0.5,0.5,9.0,7.0,1.0,Sentimento de exclusão e/ou isolamento,Conectividade (conexão à internet),Sentimento de exclusão e/ou isolamento,Falta de motivação,Sentimento de exclusão e/ou isolamento,Conectividade (conexão à internet),Sentimento de exclusão e/ou isolamento,Conectividade (conexão à internet),Falta de motivação,"Equipamento de TI (computador, impressora, etc.)",Dificuldade em colaborar remotamente,"Equipamento de TI (computador, impressora, etc.)",Dificuldade em colaborar remotamente,A gestão desencoraja o trabalho remoto,Dificuldade em colaborar remotamente,Falta de motivação,Falta de motivação,Falta de motivação,Falta de motivação,Falta de habilidades de trabalho remoto,Meu equilíbrio vida-trabalho,O número de horas que trabalho,Gestão de meus compromissos pessoais,Minhas oportunidades de socializar,Gestão de minhas responsabilidades familiares,Meus relacionamentos de trabalho,Gestão de meus compromissos pessoais,Minhas oportunidades de socializar,Meu equilíbrio vida-trabalho,O número de horas que trabalho,Gestão de meus compromissos pessoais,Minhas oportunidades de socializar
359,1971,Masculino,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,"Chief Executives, General Managers and Legislators",Entre 20 e 199,Sim,Casal sem filhos dependentes,More than 5 years,Metropolitana,20%,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,20%,20%,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,20%,20%,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Im 50% more productive when working remotely (or more),1,10,10,2,0.0,12.0,10.0,2.0,Dificuldade em colaborar remotamente,Conectividade (conexão à internet),Gestão inadequada,Falta de motivação,Tenho tarefas que não podem ser feitas remotamente,Sentimento de exclusão e/ou isolamento,Gestão inadequada,Sentimento de exclusão e/ou isolamento,Dificuldade em colaborar remotamente,Falta de motivação,Tenho tarefas que não podem ser feitas remotamente,Software e sistemas da minha organização,Dificuldade em colaborar remotamente,Falta de habilidades de trabalho remoto,A gestão desencoraja o trabalho remoto,Falta de motivação,Tenho tarefas que não podem ser feitas remotamente,Falta de motivação,Falta de motivação,Falta de habilidades de trabalho remoto,Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de socializar,Minha satisfação no trabalho,Meus relacionamentos pessoais,Minha satisfação no trabalho,Minhas oportunidades de socializar
360,1972,Feminino,Information Media and Telecommunications,Publishing (except Internet and Music Publishing),Sales ,Sales Representatives and Agents,Entre 20 e 199,Não,Single person,More than 5 years,Metropolitana,Menos de 10% do meu tempo,Nem concordo nem discordo,Discordo totalmente,Nem concordo nem discordo,Discordo totalmente,Nem concordo nem discordo,Concordo em parte,20%,80%,Concordo em parte,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,50% - Cerca de metade do meu tempo,50% - Cerca de metade do meu tempo,Nem concordo nem discordo,Concordo em parte,Concordo em parte,Im 30% more productive when working remotely,2,8,5,4,0.0,8.0,4.0,6.0,"Equipamento de TI (computador, impressora, etc.)",Sentimento de exclusão e/ou isolamento,Falta de motivação,Sentimento de exclusão e/ou isolamento,Tenho tarefas que não podem ser feitas remotamente,Sentimento de exclusão e/ou isolamento,Gestão inadequada,Falta de habilidades de trabalho remoto,"Equipamento de TI (computador, impressora, etc.)",Responsabilidades de cuidado,Software e sistemas da minha organização,Responsabilidades de cuidado,"Equipamento de TI (computador, impressora, etc.)",Falta de habilidades de trabalho remoto,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Segurança cibernética,Tenho tarefas que não podem ser feitas remotamente,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Falta de motivação,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,Preparação para o trabalho e deslocamento,Meu bem-estar mental,Preparação para o trabalho e deslocamento,Minha satisfação no trabalho,Meu bem-estar mental,Minhas oportunidades de socializar,Minhas despesas diárias,O número de horas que trabalho,Meu bem-estar mental,Minhas oportunidades de socializar
361,1979,Feminino,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",Entre 20 e 199,Não,Casal com filhos dependentes,More than 5 years,Regional,50% - Passei cerca de metade do meu tempo trabalhando remotamente,Discordo em parte,Nem concordo nem discordo,Discordo em parte,Concordo totalmente,Concordo totalmente,Concordo totalmente,100% - Todo o meu tempo,100% - I spent all of my time remote working,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,100% - Todo o meu tempo,100% - Todo o meu tempo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Im 30% more productive when working remotely,4,8,3,1,0.5,8.0,4.5,3.0,Conectividade (conexão à internet),Sentimento de exclusão e/ou isolamento,Conectividade (conexão à internet),Sentimento de exclusão e/ou isolamento,Tenho tarefas que não podem ser feitas remotamente,Sentimento de exclusão e/ou isolamento,Conectividade (conexão à internet),Falta de habilidades de trabalho remoto,"Equipamento de TI (computador, impressora, etc.)",Falta de motivação,Tenho tarefas que não podem ser feitas remotamente,Responsabilidades de cuidado,"Equipamento de TI (computador, impressora, etc.)",Falta de habilidades de trabalho remoto,A gestão desencoraja o trabalho remoto,Falta de motivação,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Falta de habilidades de trabalho remoto,Falta de motivação,Falta de habilidades de trabalho remoto,Meu equilíbrio vida-trabalho,O número de horas que trabalho,Gestão de minhas responsabilidades familiares,Meus relacionamentos de trabalho,Gestão de minhas responsabilidades familiares,Meus relacionamentos de trabalho,Meu equilíbrio vida-trabalho,O número de horas que trabalho,Meu equilíbrio vida-trabalho,O número de horas que trabalho,Meus relacionamentos pessoais,Gestão de meus compromissos pessoais
362,1966,Feminino,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Clerical and administrative ,Office Managers and Program Administrators,More than 200,Não,Single person,More than 5 years,Metropolitana,Menos de 10% do meu tempo,Concordo em parte,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Nem concordo nem discordo,10%,100% - I spent all of my time remote working,Concordo em parte,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Nem concordo nem discordo,20%,10%,Concordo totalmente,Concordo totalmente,Concordo totalmente,Minha produtividade é aproximadamente a mesma quando trabalho remotamente,2,10,8,4,0.5,10.0,9.5,4.0,Gestão inadequada,"Equipamento de TI (computador, impressora, etc.)",Gestão inadequada,Segurança cibernética,Gestão inadequada,Software e sistemas da minha organização,Gestão inadequada,Falta de habilidades de trabalho remoto,Dificuldade em colaborar remotamente,Responsabilidades de cuidado,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Responsabilidades de cuidado,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Responsabilidades de cuidado,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Falta de motivação,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Falta de motivação,Falta de motivação,Falta de habilidades de trabalho remoto,Meu equilíbrio vida-trabalho,Meus relacionamentos de trabalho,Preparação para o trabalho e deslocamento,Minhas oportunidades de socializar,Minhas despesas diárias,Meus relacionamentos pessoais,Meu equilíbrio vida-trabalho,Minhas oportunidades de socializar,Meu equilíbrio vida-trabalho,Meus relacionamentos pessoais,Minhas despesas diárias,Minhas oportunidades de socializar
363,1959,Feminino,Arts and Recreation Services,Sports and Recreation Activities,Managers,"Chief Executives, General Managers and Legislators",Entre 5 e 19,Sim,Single person,More than 5 years,Regional,20%,Nem concordo nem discordo,Nem concordo nem discordo,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo totalmente,20%,100% - I spent all of my time remote working,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,100% - Todo o meu tempo,60%,Concordo totalmente,Concordo totalmente,Concordo totalmente,Im 30% more productive when working remotely,3,10,2,1,0.5,10.0,6.0,2.0,Sentimento de exclusão e/ou isolamento,"Equipamento de TI (computador, impressora, etc.)",Sentimento de exclusão e/ou isolamento,Falta de motivação,Sentimento de exclusão e/ou isolamento,Gestão inadequada,Sentimento de exclusão e/ou isolamento,Gestão inadequada,Falta de motivação,Segurança cibernética,Tenho tarefas que não podem ser feitas remotamente,Dificuldade em colaborar remotamente,"Equipamento de TI (computador, impressora, etc.)",Dificuldade em colaborar remotamente,Responsabilidades de cuidado,Falta de motivação,Falta de motivação,Falta de motivação,Falta de motivação,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Meu equilíbrio vida-trabalho,Meus relacionamentos de trabalho,Gestão de minhas responsabilidades familiares,Meu bem-estar mental,Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,Meu equilíbrio vida-trabalho,Meu bem-estar mental,Meu equilíbrio vida-trabalho,Minhas oportunidades de aprendizado no trabalho,Gestão de meus compromissos pessoais,Meu bem-estar mental
364,1995,Masculino,Education and Training,Tertiary Education,Professionals,Education Professionals,More than 200,Sim,Casal sem filhos dependentes,Between 1 and 5 years,Metropolitana,100% - I spent all of my time remote working,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,100% - Todo o meu tempo,100% - I spent all of my time remote working,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,100% - Todo o meu tempo,100% - Todo o meu tempo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Im 50% more productive when working remotely (or more),1,1,1,4,4.0,6.0,5.0,7.0,Responsabilidades de cuidado,"Equipamento de TI (computador, impressora, etc.)",Falta de motivação,Segurança cibernética,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Software e sistemas da minha organização,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Sentimento de exclusão e/ou isolamento,Segurança cibernética,Responsabilidades de cuidado,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Software e sistemas da minha organização,Falta de habilidades de trabalho remoto,A gestão desencoraja o trabalho remoto,Falta de habilidades de trabalho remoto,Falta de motivação,Falta de motivação,Falta de motivação,Falta de habilidades de trabalho remoto,A gestão desencoraja o trabalho remoto,O número de horas que trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de socializar,Gestão de meus compromissos pessoais,Meus relacionamentos de trabalho,Minha satisfação no trabalho,Meu bem-estar mental,Minhas oportunidades de socializar,Meus relacionamentos pessoais,Minhas despesas diárias,Minhas oportunidades de socializar,Minhas despesas diárias
365,1983,Feminino,Information Media and Telecommunications,Broadcasting (except Internet),Professionals,Arts and Media Professionals,Entre 1 e 4,Sim,Casal com filhos dependentes,Between 1 and 5 years,Metropolitana,20%,Concordo em parte,Concordo em parte,Concordo em parte,Concordo em parte,Concordo totalmente,Nem concordo nem discordo,20%,50% - Passei cerca de metade do meu tempo trabalhando remotamente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,50% - Cerca de metade do meu tempo,20%,Discordo em parte,Concordo em parte,Concordo em parte,Im 30% less productive when working remotely,1.5,7,3,1,0.0,4.0,4.0,4.0,"Equipamento de TI (computador, impressora, etc.)",Gestão inadequada,Falta de motivação,Sentimento de exclusão e/ou isolamento,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Conectividade (conexão à internet),"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",A gestão desencoraja o trabalho remoto,Falta de motivação,Falta de motivação,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)","Equipamento de TI (computador, impressora, etc.)","Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)","Equipamento de TI (computador, impressora, etc.)",Dificuldade em colaborar remotamente,Falta de motivação,Falta de motivação,Falta de motivação,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",A gestão desencoraja o trabalho remoto,Meu equilíbrio vida-trabalho,Meus relacionamentos de trabalho,Gestão de minhas responsabilidades familiares,Minhas oportunidades de socializar,Minha satisfação no trabalho,Gestão de minhas responsabilidades familiares,O número de horas que trabalho,Minhas oportunidades de socializar,O número de horas que trabalho,Meus relacionamentos pessoais,Minhas oportunidades de socializar,Meus relacionamentos pessoais
366,1968,Masculino,Wholesale Trade,Basic Material Wholesaling,Managers,"Chief Executives, General Managers and Legislators",Entre 5 e 19,Sim,Casal com filhos dependentes,More than 5 years,Metropolitana,40%,Nem concordo nem discordo,Concordo em parte,Discordo em parte,Nem concordo nem discordo,Concordo em parte,Nem concordo nem discordo,90%,50% - Passei cerca de metade do meu tempo trabalhando remotamente,Concordo em parte,Discordo em parte,Nem concordo nem discordo,Concordo em parte,Discordo em parte,Nem concordo nem discordo,20%,20%,Concordo em parte,Concordo em parte,Concordo em parte,Im 20% less productive when working remotely,2,8,3,2,0.0,10.0,2.0,2.0,Gestão inadequada,Responsabilidades de cuidado,Falta de motivação,Sentimento de exclusão e/ou isolamento,Tenho tarefas que não podem ser feitas remotamente,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Conectividade (conexão à internet),A gestão desencoraja o trabalho remoto,Falta de motivação,Falta de motivação,Tenho tarefas que não podem ser feitas remotamente,Responsabilidades de cuidado,Dificuldade em colaborar remotamente,A gestão desencoraja o trabalho remoto,Dificuldade em colaborar remotamente,Tenho tarefas que não podem ser feitas remotamente,Falta de motivação,Falta de motivação,Falta de motivação,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Meu equilíbrio vida-trabalho,Meus relacionamentos de trabalho,Preparação para o trabalho e deslocamento,Meu bem-estar mental,Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,Meu equilíbrio vida-trabalho,Meu bem-estar mental,Meu equilíbrio vida-trabalho,Minha satisfação no trabalho,Meus relacionamentos pessoais,Meu bem-estar mental
367,1966,Masculino,Wholesale Trade,Machinery and Equipment Wholesaling,Managers,"Chief Executives, General Managers and Legislators",Entre 5 e 19,Sim,Casal com filhos dependentes,More than 5 years,Metropolitana,20%,Concordo em parte,Concordo em parte,Concordo em parte,Concordo em parte,Concordo totalmente,Concordo em parte,40%,50% - Passei cerca de metade do meu tempo trabalhando remotamente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,50% - Cerca de metade do meu tempo,40%,Concordo em parte,Concordo em parte,Nem concordo nem discordo,Minha produtividade é aproximadamente a mesma quando trabalho remotamente,1.5,9,3,2.5,0.0,8.0,4.0,2.0,Sentimento de exclusão e/ou isolamento,Gestão inadequada,Segurança cibernética,Falta de motivação,Tenho tarefas que não podem ser feitas remotamente,Gestão inadequada,Sentimento de exclusão e/ou isolamento,Gestão inadequada,Segurança cibernética,Falta de motivação,Tenho tarefas que não podem ser feitas remotamente,Responsabilidades de cuidado,Falta de habilidades de trabalho remoto,Responsabilidades de cuidado,A gestão desencoraja o trabalho remoto,Falta de motivação,Segurança cibernética,Falta de motivação,Falta de motivação,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Meu equilíbrio vida-trabalho,Meus relacionamentos de trabalho,Preparação para o trabalho e deslocamento,Minhas oportunidades de socializar,Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de socializar,O número de horas que trabalho,Minhas oportunidades de aprendizado no trabalho,Minhas despesas diárias,Minhas oportunidades de socializar
368,1969,Masculino,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,Entre 5 e 19,Sim,Casal sem filhos dependentes,More than 5 years,Metropolitana,50% - Passei cerca de metade do meu tempo trabalhando remotamente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,50% - Cerca de metade do meu tempo,80%,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,Nem concordo nem discordo,Concordo em parte,50% - Cerca de metade do meu tempo,50% - Cerca de metade do meu tempo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Im 20% less productive when working remotely,1.5,9,10,3.5,0.0,10.0,5.0,3.0,Dificuldade em colaborar remotamente,Responsabilidades de cuidado,Sentimento de exclusão e/ou isolamento,Gestão inadequada,Sentimento de exclusão e/ou isolamento,Conectividade (conexão à internet),Sentimento de exclusão e/ou isolamento,A gestão desencoraja o trabalho remoto,Dificuldade em colaborar remotamente,Responsabilidades de cuidado,Dificuldade em colaborar remotamente,Responsabilidades de cuidado,Dificuldade em colaborar remotamente,Responsabilidades de cuidado,A gestão desencoraja o trabalho remoto,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Segurança cibernética,Falta de motivação,Falta de motivação,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Meus relacionamentos de trabalho,Meu equilíbrio vida-trabalho,Meus relacionamentos de trabalho,Gestão de minhas responsabilidades familiares,Meus relacionamentos de trabalho,Gestão de minhas responsabilidades familiares,O número de horas que trabalho,Minhas oportunidades de socializar,Minhas despesas diárias,Meu equilíbrio vida-trabalho,Gestão de meus compromissos pessoais,Minhas oportunidades de socializar
